title,body,tags,user_id,username,discussing_issue
AlarmManager with notification not firing,"<p>I'm making an app with a persistent notification, so I'm trying to use <code>AlarmManager</code> to periodically update the notification.</p>

<p>I've extended <code>BroadcastReceiver</code>:</p>

<pre><code>public class Notification extends BroadcastReceiver {

    @Override
    public void onReceive(Context context, Intent intent) {
        updateNotification();
    }
</code></pre>

<p>If I just run notification.onReceive, the notification updates as expected, so I believe the problem isn't here. I've also added code in 'MainActivity.onCreate<code>that is supposed to create and run an</code>alarmManager`:</p>

<pre><code>protected void onCreate(Bundle savedInstanceState) {
    super.onCreate(savedInstanceState);
    setContentView(R.layout.activity_main);

    Intent alarmIntent = new Intent(getApplicationContext(), Notification.class);
    PendingIntent pendingIntent = PendingIntent.getBroadcast(this, 0, alarmIntent, 0);

    AlarmManager manager = (AlarmManager) getSystemService(Context.ALARM_SERVICE);
    manager.set(AlarmManager.ELAPSED_REALTIME, SystemClock.elapsedRealtime() + 5000,
        pendingIntent);
}
</code></pre>

<p>Nothing appears to happen when I run the app, but I see the <code>AlarmManager</code> service draining my battery, so I'm pretty sure something is running. I think the problem is with <code>pendingIntent</code>; Either that or I am missing something (haven't done anything else in the project relating to <code>AlarmManager</code>).</p>

<p>Coding this on Android Studio and running it on my Note 4. <code>minSdkVersion 19</code>, <code>targetSdkVersion 21</code></p>

<p>Any help is greatly appreciated. Thanks!</p>",android|android-studio|alarmmanager|android-notifications,2256053,Calvin Li,yes
iPhone Significant Location Change Battery Drain?,"<p><strong>Question:</strong> Does the Significant Location Change background service drain battery easily?  I'm trying to track longitude latitude readings when the there is a Significant Location Change.  However, before starting, I just want to make sure that this doesn't drain the battery.  </p>

<p>If the Location service described above does <strong>not</strong> drain battery, can someone recommend a way to store the location changes that would be battery efficient.  My initial thought was to store the longitude latitude points locally on iPhone and then send the information to the server on a much less frequent basis (2 hours).  Anyone have a better approach?  </p>

<p>I'm trying to build a simple location tracking app that is battery efficient.  Thanks all. </p>",iphone|location|battery,177941,Ryan,no
Prevent GPS draining battery of cell phone when location is searched,"<p>I'm using LocationManager's method <code>requestLocationUpdates</code> to get the location of the cell phone.</p>

<p>I'm using GPS as the Provider and working with a <code>LocationListener</code> to update the UI of my app.</p>

<p>I need to call a method on my Activity every 1000 milliseconds. To do that, I configured the <code>requestLocationUpdates</code> like this:</p>

<pre><code>locationManager.requestLocationUpdates(provider, 0, 1000, listener);
</code></pre>

<p>Everything is working well. The <code>onLocationChanged</code> method is called and the Latitude and Logitude are showed ok.</p>

<p>But I have some doubts. </p>

<ol>
<li>What happens if I'm in a place with no GPS signal?. </li>
<li>There is some <code>automatic</code> Timeout? </li>
<li>Or the App will try to get the position using the GPS all the time and will drain the battery.</li>
<li>What happens if I switch to <code>WiFI/3G</code> Provider and thats signals also aren't working? It happens the same?</li>
</ol>

<p>I search over Internet looking for the answer but I can't find the right solution.</p>",android|gps|android-location,215540,Mark Comix,no
sensor data saving at CSV file,"<p>I am new in android developing, I developed this code based on previous code related to Mr.liwatiz to find orientation from sensor fusion, I added writeCSV file to store data, The application work and the file created but there is no data store! So please what is the problem. my code clear below</p>

<pre><code>public class MainActivity extends Activity implements SensorEventListener, RadioGroup.OnCheckedChangeListener{
private SensorManager mSensorManager = null;

    // angular speeds from gyro
    private float[] gyro = new float[3];

    // rotation matrix from gyro data
    private float[] gyroMatrix = new float[9];

    // orientation angles from gyro matrix
    private float[] gyroOrientation = new float[3];

    // magnetic field vector
    private float[] magnet = new float[3];

    // accelerometer vector
    private float[] accel = new float[3];

    // orientation angles from accel and magnet
    private float[] accMagOrientation = new float[3];

    // final orientation angles from sensor fusion
    private float[] fusedOrientation = new float[3];

    // accelerometer and magnetometer based rotation matrix
    private float[] rotationMatrix = new float[9];

    public static final float EPSILON = 0.000000001f;
    private static final float NS2S = 1.0f / 1000000.0f;
    private int timestamp;
    private boolean initState = true;

    public static final int TIME_CONSTANT = 30;
    public static final float FILTER_COEFFICIENT = 0.98f;
    private Timer fuseTimer = new Timer();

    // The following members are only for displaying the sensor output.
    public Handler mHandler;
    private RadioGroup mRadioGroup;
    private TextView mAzimuthView;
    private TextView mPitchView;
    private TextView mRollView;
    private int radioSelection;
    DecimalFormat d = new DecimalFormat(""#.##"");


    @Override
    public void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_main);

        gyroOrientation[0] = 0.0f;
        gyroOrientation[1] = 0.0f;
        gyroOrientation[2] = 0.0f;

        // initialise gyroMatrix with identity matrix
        gyroMatrix[0] = 1.0f; gyroMatrix[1] = 0.0f; gyroMatrix[2] = 0.0f;
        gyroMatrix[3] = 0.0f; gyroMatrix[4] = 1.0f; gyroMatrix[5] = 0.0f;
        gyroMatrix[6] = 0.0f; gyroMatrix[7] = 0.0f; gyroMatrix[8] = 1.0f;

        // get sensorManager and initialise sensor listeners
        mSensorManager = (SensorManager) this.getSystemService(SENSOR_SERVICE);
        initListeners();

        // wait for one second until gyroscope and magnetometer/accelerometer
        // data is initialised then scedule the complementary filter task
        fuseTimer.scheduleAtFixedRate(new calculateFusedOrientationTask(),
                1000, TIME_CONSTANT);

        // GUI stuff
        mHandler = new Handler();
        radioSelection = 0;
        d.setRoundingMode(RoundingMode.HALF_UP);
        d.setMaximumFractionDigits(3);
        d.setMinimumFractionDigits(3);
        mRadioGroup = (RadioGroup)findViewById(R.id.radioGroup1);
        mAzimuthView = (TextView)findViewById(R.id.textView4);
        mPitchView = (TextView)findViewById(R.id.textView5);
        mRollView = (TextView)findViewById(R.id.textView6);
        mRadioGroup.setOnCheckedChangeListener(this);
    }

    @Override
    public void onStop() {
        super.onStop();
        // unregister sensor listeners to prevent the activity from draining the device's battery.
        mSensorManager.unregisterListener(this);
    }

    @Override
    protected void onPause() {
        super.onPause();
        // unregister sensor listeners to prevent the activity from draining the device's battery.
        mSensorManager.unregisterListener(this);
    }

    @Override
    public void onResume() {
        super.onResume();
        // restore the sensor listeners when user resumes the application.
        initListeners();
    }

    // This function registers sensor listeners for the accelerometer, magnetometer and gyroscope.
    public void initListeners(){
        mSensorManager.registerListener(this,
                mSensorManager.getDefaultSensor(Sensor.TYPE_ACCELEROMETER),
                SensorManager.SENSOR_DELAY_NORMAL);

        mSensorManager.registerListener(this,
                mSensorManager.getDefaultSensor(Sensor.TYPE_GYROSCOPE),
                SensorManager.SENSOR_DELAY_NORMAL);

        mSensorManager.registerListener(this,
                mSensorManager.getDefaultSensor(Sensor.TYPE_MAGNETIC_FIELD),
                SensorManager.SENSOR_DELAY_NORMAL);
    }

    @Override
    public void onAccuracyChanged(Sensor sensor, int accuracy) {
    }



    public void writeToCsvGy(String x,String y,String z) throws IOException {

        Calendar c = Calendar.getInstance();
        File folder = new File(Environment.getExternalStorageDirectory() + ""/TollCulator"");
        boolean success = true;
        if (!folder.exists()) {
            success = folder.mkdir();
        }
        if (success) {
            // Do something on success



            String csv = ""/storage/sdcard0/project/GyroscopeValue.csv"";
            FileWriter file_writer = new FileWriter(csv,true);




            String s= c.get(Calendar.YEAR)+"",""+c.get(Calendar.MONTH)+"",""+c.get(Calendar.DATE)+"",""+c.get(Calendar.HOUR)+"",""+c.get(Calendar.MINUTE)+"",""+c.get(Calendar.SECOND)+"",""+ c.get(Calendar.MILLISECOND)+"",""+x + "",""+y+"",""+z+""\n"";

            file_writer.append(s);
            file_writer.close();
        }


    }

















    @Override
    public void onSensorChanged(SensorEvent event) {
        switch(event.sensor.getType()) {
            case Sensor.TYPE_ACCELEROMETER:
                // copy new accelerometer data into accel array and calculate orientation
                System.arraycopy(event.values, 0, accel, 0, 3);
                calculateAccMagOrientation();
                break;

            case Sensor.TYPE_GYROSCOPE:
                // process gyro data
                gyroFunction(event);
                break;

            case Sensor.TYPE_MAGNETIC_FIELD:
                // copy new magnetometer data into magnet array
                System.arraycopy(event.values, 0, magnet, 0, 3);
                break;
        }
    }

    // calculates orientation angles from accelerometer and magnetometer output
    public void calculateAccMagOrientation() {
        if(SensorManager.getRotationMatrix(rotationMatrix, null, accel, magnet)) {
            SensorManager.getOrientation(rotationMatrix, accMagOrientation);
        }
    }

    // This function is borrowed from the Android reference
    // at http://developer.android.com/reference/android/hardware/SensorEvent.html#values
    // It calculates a rotation vector from the gyroscope angular speed values.
    private void getRotationVectorFromGyro(float[] gyroValues,
                                           float[] deltaRotationVector,
                                           float timeFactor)
    {
        float[] normValues = new float[3];

        // Calculate the angular speed of the sample
        float omegaMagnitude =
                (float)Math.sqrt(gyroValues[0] * gyroValues[0] +
                        gyroValues[1] * gyroValues[1] +
                        gyroValues[2] * gyroValues[2]);

        // Normalize the rotation vector if it's big enough to get the axis
        if(omegaMagnitude &gt; EPSILON) {
            normValues[0] = gyroValues[0] / omegaMagnitude;
            normValues[1] = gyroValues[1] / omegaMagnitude;
            normValues[2] = gyroValues[2] / omegaMagnitude;
        }

        // Integrate around this axis with the angular speed by the timestep
        // in order to get a delta rotation from this sample over the timestep
        // We will convert this axis-angle representation of the delta rotation
        // into a quaternion before turning it into the rotation matrix.
        float thetaOverTwo = omegaMagnitude * timeFactor;
        float sinThetaOverTwo = (float)Math.sin(thetaOverTwo);
        float cosThetaOverTwo = (float)Math.cos(thetaOverTwo);
        deltaRotationVector[0] = sinThetaOverTwo * normValues[0];
        deltaRotationVector[1] = sinThetaOverTwo * normValues[1];
        deltaRotationVector[2] = sinThetaOverTwo * normValues[2];
        deltaRotationVector[3] = cosThetaOverTwo;
    }

    // This function performs the integration of the gyroscope data.
    // It writes the gyroscope based orientation into gyroOrientation.
    public void gyroFunction(SensorEvent event) {
        // don't start until first accelerometer/magnetometer orientation has been acquired
        if (accMagOrientation == null)
            return;

        // initialisation of the gyroscope based rotation matrix
        if(initState) {
            float[] initMatrix = new float[9];
            initMatrix = getRotationMatrixFromOrientation(accMagOrientation);
            float[] test = new float[3];
            SensorManager.getOrientation(initMatrix, test);
            gyroMatrix = matrixMultiplication(gyroMatrix, initMatrix);
            initState = false;
        }

        // copy the new gyro values into the gyro array
        // convert the raw gyro data into a rotation vector
        float[] deltaVector = new float[4];
        if(timestamp != 0) {
            final float dT = (event.timestamp - timestamp) * NS2S;
            System.arraycopy(event.values, 0, gyro, 0, 3);
            getRotationVectorFromGyro(gyro, deltaVector, dT / 2.0f);
        }

        // measurement done, save current time for next interval

        switch ( timestamp = (int) event.timestamp ) {
        }

        // convert rotation vector into rotation matrix
        float[] deltaMatrix = new float[9];
        SensorManager.getRotationMatrixFromVector(deltaMatrix, deltaVector);

        // apply the new rotation interval on the gyroscope based rotation matrix
        gyroMatrix = matrixMultiplication(gyroMatrix, deltaMatrix);

        // get the gyroscope based orientation from the rotation matrix
        SensorManager.getOrientation(gyroMatrix, gyroOrientation);
    }

    private float[] getRotationMatrixFromOrientation(float[] o) {
        float[] xM = new float[9];
        float[] yM = new float[9];
        float[] zM = new float[9];

        float sinX = (float)Math.sin(o[1]);
        float cosX = (float)Math.cos(o[1]);
        float sinY = (float)Math.sin(o[2]);
        float cosY = (float)Math.cos(o[2]);
        float sinZ = (float)Math.sin(o[0]);
        float cosZ = (float)Math.cos(o[0]);

        // rotation about x-axis (pitch)
        xM[0] = 1.0f; xM[1] = 0.0f; xM[2] = 0.0f;
        xM[3] = 0.0f; xM[4] = cosX; xM[5] = sinX;
        xM[6] = 0.0f; xM[7] = -sinX; xM[8] = cosX;

        // rotation about y-axis (roll)
        yM[0] = cosY; yM[1] = 0.0f; yM[2] = sinY;
        yM[3] = 0.0f; yM[4] = 1.0f; yM[5] = 0.0f;
        yM[6] = -sinY; yM[7] = 0.0f; yM[8] = cosY;

        // rotation about z-axis (azimuth)
        zM[0] = cosZ; zM[1] = sinZ; zM[2] = 0.0f;
        zM[3] = -sinZ; zM[4] = cosZ; zM[5] = 0.0f;
        zM[6] = 0.0f; zM[7] = 0.0f; zM[8] = 1.0f;

        // rotation order is y, x, z (roll, pitch, azimuth)
        float[] resultMatrix = matrixMultiplication(xM, yM);
        resultMatrix = matrixMultiplication(zM, resultMatrix);
        return resultMatrix;





    }

    private float[] matrixMultiplication(float[] A, float[] B) {
        float[] result = new float[9];

        result[0] = A[0] * B[0] + A[1] * B[3] + A[2] * B[6];
        result[1] = A[0] * B[1] + A[1] * B[4] + A[2] * B[7];
        result[2] = A[0] * B[2] + A[1] * B[5] + A[2] * B[8];

        result[3] = A[3] * B[0] + A[4] * B[3] + A[5] * B[6];
        result[4] = A[3] * B[1] + A[4] * B[4] + A[5] * B[7];
        result[5] = A[3] * B[2] + A[4] * B[5] + A[5] * B[8];

        result[6] = A[6] * B[0] + A[7] * B[3] + A[8] * B[6];
        result[7] = A[6] * B[1] + A[7] * B[4] + A[8] * B[7];
        result[8] = A[6] * B[2] + A[7] * B[5] + A[8] * B[8];

        return result;
    }

    class calculateFusedOrientationTask extends TimerTask {
        public void run() {
            float oneMinusCoeff = 1.0f - FILTER_COEFFICIENT;

            /*
             * Fix for 179? &lt;--&gt; -179? transition problem:
             * Check whether one of the two orientation angles (gyro or accMag) is negative while the other one is positive.
             * If so, add 360? (2 * math.PI) to the negative value, perform the sensor fusion, and remove the 360? from the result
             * if it is greater than 180?. This stabilizes the output in positive-to-negative-transition cases.
             */

            // azimuth
            if (gyroOrientation[0] &lt; -0.5 * Math.PI &amp;&amp; accMagOrientation[0] &gt; 0.0) {
                fusedOrientation[0] = (float) (FILTER_COEFFICIENT * (gyroOrientation[0] + 2.0 * Math.PI) + oneMinusCoeff * accMagOrientation[0]);
                fusedOrientation[0] -= (fusedOrientation[0] &gt; Math.PI) ? 2.0 * Math.PI : 0;
            }
            else if (accMagOrientation[0] &lt; -0.5 * Math.PI &amp;&amp; gyroOrientation[0] &gt; 0.0) {
                fusedOrientation[0] = (float) (FILTER_COEFFICIENT * gyroOrientation[0] + oneMinusCoeff * (accMagOrientation[0] + 2.0 * Math.PI));
                fusedOrientation[0] -= (fusedOrientation[0] &gt; Math.PI)? 2.0 * Math.PI : 0;
            }
            else {
                fusedOrientation[0] = FILTER_COEFFICIENT * gyroOrientation[0] + oneMinusCoeff * accMagOrientation[0];
            }

            // pitch
            if (gyroOrientation[1] &lt; -0.5 * Math.PI &amp;&amp; accMagOrientation[1] &gt; 0.0) {
                fusedOrientation[1] = (float) (FILTER_COEFFICIENT * (gyroOrientation[1] + 2.0 * Math.PI) + oneMinusCoeff * accMagOrientation[1]);
                fusedOrientation[1] -= (fusedOrientation[1] &gt; Math.PI) ? 2.0 * Math.PI : 0;
            }
            else if (accMagOrientation[1] &lt; -0.5 * Math.PI &amp;&amp; gyroOrientation[1] &gt; 0.0) {
                fusedOrientation[1] = (float) (FILTER_COEFFICIENT * gyroOrientation[1] + oneMinusCoeff * (accMagOrientation[1] + 2.0 * Math.PI));
                fusedOrientation[1] -= (fusedOrientation[1] &gt; Math.PI)? 2.0 * Math.PI : 0;
            }
            else {
                fusedOrientation[1] = FILTER_COEFFICIENT * gyroOrientation[1] + oneMinusCoeff * accMagOrientation[1];
            }

            // roll
            if (gyroOrientation[2] &lt; -0.5 * Math.PI &amp;&amp; accMagOrientation[2] &gt; 0.0) {
                fusedOrientation[2] = (float) (FILTER_COEFFICIENT * (gyroOrientation[2] + 2.0 * Math.PI) + oneMinusCoeff * accMagOrientation[2]);
                fusedOrientation[2] -= (fusedOrientation[2] &gt; Math.PI) ? 2.0 * Math.PI : 0;
            }
            else if (accMagOrientation[2] &lt; -0.5 * Math.PI &amp;&amp; gyroOrientation[2] &gt; 0.0) {
                fusedOrientation[2] = (float) (FILTER_COEFFICIENT * gyroOrientation[2] + oneMinusCoeff * (accMagOrientation[2] + 2.0 * Math.PI));
                fusedOrientation[2] -= (fusedOrientation[2] &gt; Math.PI)? 2.0 * Math.PI : 0;
            }
            else {
                fusedOrientation[2] = FILTER_COEFFICIENT * gyroOrientation[2] + oneMinusCoeff * accMagOrientation[2];
            }

            // overwrite gyro matrix and orientation with fused orientation
            // to comensate gyro drift
            gyroMatrix = getRotationMatrixFromOrientation(fusedOrientation);
            System.arraycopy(fusedOrientation, 0, gyroOrientation, 0, 3);


            // update sensor output in GUI
            mHandler.post(updateOreintationDisplayTask);
        }
    }


    // **************************** GUI FUNCTIONS *********************************

    @Override
    public void onCheckedChanged(RadioGroup group, int checkedId) {
        switch(checkedId) {
            case R.id.radio0:
                radioSelection = 0;
                break;
            case R.id.radio1:
                radioSelection = 1;
                break;
            case R.id.radio2:
                radioSelection = 2;
                break;
        }
    }

    public void updateOreintationDisplay() {
        switch(radioSelection) {
            case 0:
                mAzimuthView.setText(d.format(accMagOrientation[0] * 180/Math.PI) + '?');
                mPitchView.setText(d.format(accMagOrientation[1] * 180/Math.PI) + '?');
                mRollView.setText(d.format(accMagOrientation[2] * 180/Math.PI) + '?');



                try {
                    writeToCsv((d.format(accMagOrientation[0] * 180/Math.PI) + '?'),(d.format(accMagOrientation[1] * 180/Math.PI)+ '?'),(d.format(accMagOrientation[2] * 180/Math.PI) + '?'));
                } catch (IOException e) {
                    // TODO Auto-generated catch block
                    e.printStackTrace();
                }



                break;
            case 1:
                mAzimuthView.setText(d.format(gyroOrientation[0] * 180/Math.PI) + '?');
                mPitchView.setText(d.format(gyroOrientation[1] * 180/Math.PI) + '?');
                mRollView.setText(d.format(gyroOrientation[2] * 180/Math.PI) + '?');

                try {
                    writeToCsv((d.format(gyroOrientation[0] * 180/Math.PI) + '?'),(d.format(gyroOrientation[1] * 180/Math.PI)+ '?'),(d.format(gyroOrientation[2] * 180/Math.PI) + '?'));
                } catch (IOException e) {
                    // TODO Auto-generated catch block
                    e.printStackTrace();
                }




                break;
            case 2:
                mAzimuthView.setText(d.format(fusedOrientation[0] * 180/Math.PI) + '?');
                mPitchView.setText(d.format(fusedOrientation[1] * 180/Math.PI) + '?');
                mRollView.setText(d.format(fusedOrientation[2] * 180/Math.PI) + '?');



                try {
                    writeToCsv((d.format(fusedOrientation[0] * 180/Math.PI) + '?'),(d.format(fusedOrientation[1] * 180/Math.PI) + '?'),(d.format(fusedOrientation[2] * 180/Math.PI) + '?'));
                } catch (IOException e) {
                    // TODO Auto-generated catch block
                    e.printStackTrace();
                }

                break;
        }
    }

    private void writeToCsv(String x, String y, String z)  throws IOException {

        Calendar c = Calendar.getInstance();

       // File path = getFilesDir();

        File folder = new File(getFilesDir() + ""/TollCulator"");
        boolean success = true;
        if (! folder.exists()) {
            success = folder.mkdir();
        }
        if (success) {
            // Do something on success



            String csv = ""data.csv"";
            FileWriter file_writer = new FileWriter(csv,true);




            String s= c.get(Calendar.YEAR)+"",""+c.get(Calendar.MONTH)+"",""+c.get(Calendar.DATE)+"",""+c.get(Calendar.HOUR)+"",""+c.get(Calendar.MINUTE)+"",""+c.get(Calendar.SECOND)+"",""+ c.get(Calendar.MILLISECOND)+"",""+x + "",""+y+"",""+z+""\n"";

            file_writer.append(s);
            file_writer.close();
        }


    }

    private Runnable updateOreintationDisplayTask = new Runnable() {
        public void run() {
            updateOreintationDisplay();
        }
    };

}
</code></pre>",android|accelerometer|gyroscope|sensor-fusion,8678648,danub,yes
Why use MQTT over WebSockets instead of WebSockets?,"<p>MQTT is a lightweight protocol with low bandwidth and battery drain. In opposition, Websockets have hight battery drain. <strong>But if I need to use MQTT over Websockets, woundn't it be better just to use Websockets in the first place?</strong></p>
<p>I'm designing a mobile application which needs live data and I'm concerned with battery drain.</p>",mobile|websocket|mqtt|bandwidth|battery,18402651,João,yes
Best way to implement proximity alerts android,"<p>Hi I am developing android application and in my application i wanted to proximity alert for few location and those location are dynamic points mean location list can be change dynamically according users current location.</p>

<p>so I implemented proximity alerts in my application its working fine with entering and exiting events. But problem is that if I set expiration time as -1 it continuously uses GPS which drains device battery. </p>

<p>If I set expiration time then it stop searching for that location after expiration time exceeds.</p>

<p>And another question setting multiple proximity alerts causes battery consumption heavily?</p>

<p>How to use proximity alerts efficiently. Is there any better way to handle this scenario. </p>

<p>Need help.. Thank you...    </p>",android|geolocation|batterylevel|proximitysensor,861204,nilkash,yes
Efficient Background service for tracking user location,"<p>I am developing a small android application in which I want to have Geolocation functionality.
What I want to code is one service which gives the updated location of a user whether they are using my application or not.</p>

<p>I know that if I am continuously checking the user's location it will drain the battery of the  device, so I want good solution for that. For example, to give me updates every 5 or 10 minutes. I have read about this question a lot but I wanted to get one good solution.</p>

<p>I read <a href=""http://android-developers.blogspot.ro/2011/06/deep-dive-into-location.html"" rel=""noreferrer"">this page</a> and it's a good solution if the user is using my application but if the user not using my application then what should I do? How do I solve this challenge?</p>",android|service|geolocation|batterylevel,861204,nilkash,yes
Android embedded barcode scanner,"<p>I'm trying to build an Android app, like a Point Of Sale machine. 
On opening the app, one corner of the app should have the camera view, listening for barcode (battery drain part understandable and that's acceptable in this case). Remaining part of the app should show the items added to the cart.  </p>

<p>The use case here is to keep listening for barcode in one part of UI and remainng part of the app shows the scanned content. There should not be any switch between the apps main screen and barcode scanner. </p>

<p>Can someone please help on this?</p>",java|android|android-layout|barcode-scanner,1057093,Anand,no
Android Management API - boot device when power is conncted,"<p>So, as the title describes, I'm looking for a way to boot an Android device when the power charger is connected. We are making dedicated devices, in kiosk mode, and are using the Android Management API to setup everything on the device.</p>

<p>This covers most of our requirements, like preinstalling apps, disabling everything else, hooking it up to Managed Google Play, getting device reports etc... But for this power thing, I can't find any solutions in the docs. </p>

<p>The problem is that the physical power button isn't accessible to the user (don't ask my why :)), and when the battery drains they have to be able to power it up again, without unscrewing the case to get to the physical button.</p>

<p>I know this can be done in different ways, but I can't find anything that would work with Android Management API. I'm looking at this ""fastboot"" approach, since it seems pretty simple <a href=""https://source.android.com/devices/bootloader/unlock-trusty#off-mode-charging"" rel=""nofollow noreferrer"">https://source.android.com/devices/bootloader/unlock-trusty#off-mode-charging</a> </p>

<p>Initially, I though I could run this somehow using the devices/issueCommand endpoint <a href=""https://developers.google.com/android/management/reference/rest/v1/enterprises.devices/issueCommand"" rel=""nofollow noreferrer"">https://developers.google.com/android/management/reference/rest/v1/enterprises.devices/issueCommand</a>, but that seems to support only some predefined commands like: LOCK, RESET_PASSWORD and REBOOT.</p>

<p>Maybe I'm just missing something. If someone has another approach in mind, please share. </p>

<p>If it's any help, we also have the Android Management API hooked up to the PubSub API, and a topic there that the pulls the reports of the devices. Theoretically, I could listed to the ""power connected"" event there, and run some command on the device. But again, the problem is how to run this command on the device remotely.</p>

<p>Maybe a solution would be to make another app that will run as a background process that runs this command. I guess I would need to add it as ""receiverActivity"" in the policy. But the same problem remains... how to invoke this activity from the Android Management API.</p>

<p>The bottom line is that this needs to be fully automated. Running this command on each device manually is not an option.</p>

<p>Also, worth mentioning, this is an Ionic app. Although it's probably not impossible, we would like to keep this logic outside of the app itself. Ideal solution would be just to run some adb command remotely using the Android Management API.</p>

<p>Or maybe there is a good 3rd party app that does this, and I could install that app in the policy and invoke it somehow.</p>

<p>All suggestions are welcome. Maybe there is a simple solution that I've missed.</p>

<p><strong>UPDATE AFTER COMMENTS:</strong> I'm not looking how the actual app can do this. I'm looking for a way to execute some ""native"" command when the device is initially setup from the Android Management API policy. So it should execute only once. When it sets up everything initially. It should edit some file on the device (or run some command) to enable this feature. Later, it shouldn't care if the device is turned on or not, or what apps are running on it. There are a few different ways how to do this suggested here <a href=""https://android.stackexchange.com/questions/20021/automatically-power-on-android-when-the-charger-is-connected"">https://android.stackexchange.com/questions/20021/automatically-power-on-android-when-the-charger-is-connected</a>. I'm looking for a way to trigger one of these commands when the device is setup initially (only once). In other words, this should execute only when the device is enrolled. It shouldn't care about any apps running on the device.</p>",android|ionic-framework|google-cloud-pubsub|android-management-api,329200,ZolaKt,yes
How to make sure the Broadcast Receiver is disconnected,"<p>I wrote a simple Broadcast Receiver which catches incoming calls and starts activity with the caller's number: </p>

<pre><code>package com.example.nrsearch;

import android.content.BroadcastReceiver;
import android.content.Context;
import android.content.Intent;
import android.telephony.PhoneStateListener;
import android.telephony.TelephonyManager;
import android.util.Log;

public class CallReceiver extends BroadcastReceiver {
public CallReceiver() {
}

public Context context;

@Override
public void onReceive(Context context, Intent intent) {
    Log.i(""CallReceiverBroadcast"", ""onReceive() is called. "");
    this.context = context;
    TelephonyManager teleMgr = (TelephonyManager)context.getSystemService(Context.TELEPHONY_SERVICE);
    PhoneStateListener psl = new PhoneStateListener() {
        @Override
        public void onCallStateChanged(int state, String incomingNumber) {
            Log.i(""CallReceiverBroadcast"", ""onCallStateChanged() is called. "");
            switch (state) {
            case TelephonyManager.CALL_STATE_RINGING:
                Log.i(""CallReceiverBroadcast"", ""Incoming call caught. Caller's number is "" + incomingNumber + ""."");
                startNumberDisplayActivity(incomingNumber);
            }
        }
    };
    teleMgr.listen(psl, PhoneStateListener.LISTEN_CALL_STATE);
    teleMgr.listen(psl, PhoneStateListener.LISTEN_NONE);
}

public void startNumberDisplayActivity(String incomingNumber) {
    Intent i = new Intent(context, MainActivity.class);
    i.setFlags(Intent.FLAG_ACTIVITY_NEW_TASK);
    i.putExtra(""incomingNumber"", incomingNumber);
    context.startActivity(i);
}
}
</code></pre>

<p>However, after the first incoming call I feel like my device's battery starts to drain pretty quickly. I'm afraid that some process still prevents my Broadcast Receiver from disconnecting (I mean my Broadcast Receiver may be running forever). So, is there something in my code that could cause such a behavior and does this line really stops the TelephonyManager from listening for call state changes: <code>teleMgr.listen(psl, PhoneStateListener.LISTEN_NONE);</code> or should I do it some other way? </p>

<p>EDIT: I'm almost sure that this class causes battery drain, because now I'm testing battery life with my app uninstalled and it's much lower than previous when this app was installed and broadcast receiver was called. I can't swear that this class is the cause of the drain but the battery consumption difference is clearly visible with and without this app. Could somebody look at this code and say what could cause the battety drain? Thanks in advance! </p>",android|broadcastreceiver|telephonymanager|disconnect|phone-state-listener,2883597,Salivan,yes
Avoid data polling for Flutter,"<p>So basically, right now i'm currently call API from the backend every 2 second to get the realtime if there's any changes occur. What i'm facing is polling which is not good since it can drain handphone battery. Is there a way for me to avoid polling, for example the app can detect only if there's changes with the database</p>",flutter|dart,9216577,ali,yes
Android MapView keeps Location on,"<p>I have a simple fragment with a mapview displayed. I have override all the necessary methods according to the documentation (destroy, resume and start) to cal the same method of the mapview. However when I detach the fragment or exit the application the location keeps on. It will drain too much battery. Is there any procedure I can make to stop the location feature?. I've tried calling mapview.onDestroy, mapview=null, etc etc and the location keeps on.</p>

<p>Thanks</p>",android|google-maps-android-api-2,3410697,Pedro Oliveira,no
